id,away_team_losses,away_team_wins,date,game_id,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score
400828164,8,11,2015-12-03,400828164,Miami Heat,6,97,11,Oklahoma City Thunder,95
400828193,10,9,2015-12-07,400828193,Miami Heat,7,103,12,Washington Wizards,114
400827891,0,1,2015-10-28,400827891,Orlando Magic,1,87,0,Washington Wizards,88
400827909,0,2,2015-10-30,400827909,Orlando Magic,2,136,0,Oklahoma City Thunder,139
400828015,5,4,2015-11-13,400828015,Orlando Magic,5,102,5,Utah Jazz,93
400828026,6,5,2015-11-14,400828026,Washington Wizards,4,108,4,Orlando Magic,99
400828053,7,5,2015-11-18,400828053,Orlando Magic,6,104,6,Minnesota Timberwolves,101
400828152,8,10,2015-12-01,400828152,Minnesota Timberwolves,10,93,8,Orlando Magic,96
400828166,8,11,2015-12-03,400828166,Utah Jazz,9,94,8,Orlando Magic,103
400828204,9,12,2015-12-08,400828204,Denver Nuggets,14,74,8,Orlando Magic,85
400827994,3,5,2015-11-10,400827994,Washington Wizards,4,101,3,Oklahoma City Thunder,125
400827916,0,2,2015-10-30,400827916,Denver Nuggets,1,78,1,Minnesota Timberwolves,95
400827931,2,1,2015-11-01,400827931,Oklahoma City Thunder,0,117,3,Denver Nuggets,93
400827960,2,3,2015-11-05,400827960,Denver Nuggets,3,84,2,Utah Jazz,96
400827989,4,4,2015-11-09,400827989,Denver Nuggets,4,108,3,Portland Trail Blazers,104
400827937,2,2,2015-11-02,400827937,Minnesota Timberwolves,1,101,2,Portland Trail Blazers,106
400828181,12,9,2015-12-05,400828181,Minnesota Timberwolves,11,103,8,Portland Trail Blazers,109
400828095,6,9,2015-11-23,400828095,Utah Jazz,7,89,6,Oklahoma City Thunder,111
400827955,2,3,2015-11-04,400827955,Utah Jazz,2,92,2,Portland Trail Blazers,108
